req	id	src_section	src_lines	kind	actor	condition	obligation	exceptions	dest	a1_dest	disposition	multi_actor	tag	note	text
REQ-430	S6-066	OpenID Foundation Registry Considerations	1282-1292	keyword-free	Definition	-	registration record for access_request_endpoint: name, description, change controller, specification document	-	25	25	stay	no	definition	Granularity choice: registration records are inventoried one row per registered item, not one row per definition-list entry.	Name: : `access_request_endpoint` Description: : HTTPS endpoint used to submit Access Requests for requestable denials. Change Controller: : OpenID Foundation AuthZEN Working Group Specification Document: : This document.
REQ-431	S6-067	OpenID Foundation Registry Considerations	1294-1304	keyword-free	Definition	-	registration record for jwks_uri: name, description, change controller, specification document	-	25	25	stay	no	definition	Description names both signed artifacts (binding_token, approval.state) and kid/iss key selection; keep consistent with Section 4 after relocation.	Name: : `jwks_uri` Description: : HTTPS URI of a JWK Set ({{RFC7517}}) document containing the verification keys for the signed artifacts this profile defines: PDP-issued `binding_token` values and `approval.state` values signed by the PDP's Access Request Service, distinguished by `kid` and JWS `iss`. Change Controller: : OpenID Foundation AuthZEN Working Group Specification Document: : This document.
REQ-432	S6-068	OpenID Foundation Registry Considerations	1307	keyword-free	Editor	-	requests registration of the listed PDP capabilities	-	25	25	stay	no	definition	Heading at 1305 has no blank line before it in the source; flag for the editor, not a relocation issue.	This specification requests registration of the following PDP capabilities in the AuthZEN Policy Decision Point Capabilities Registry.
REQ-433	S6-069	OpenID Foundation Registry Considerations	1309-1322	keyword-free	Definition	-	registration record for the access-request capability and its URN	-	25	25	stay	no	definition	-	Capability Name: : `access-request` Capability URN: : `urn:openid:authzen:capability:access-request` Capability Description: : Indicates that the PDP supports requestable denials and the Access Request Endpoint defined by this specification. Change Controller: : OpenID Foundation AuthZEN Working Group Specification Document: : This document.
REQ-434	S6-070	OpenID Foundation Registry Considerations	1324	keyword-free	Editor	-	explains use of the urn:openid:authzen namespace rather than urn:ietf:params:authzen for capability and problem-type URNs	-	25	25	stay	no	definition	Cross-references error-responses (9) and AuthZEN; both survive relocation.	The capability URN registered above and the problem-type URNs used for error responses ({{error-responses}}) both use the `urn:openid:authzen:` namespace administered by the OpenID Foundation, rather than the `urn:ietf:params:authzen:` sub-namespace that the AuthZEN Authorization API registers for capabilities ({{AuthZEN}}). This is an intentional OpenID Foundation profile convention; the `capabilities` array remains a list of URNs as defined by {{AuthZEN}}.
REQ-435	S6-071	OpenID Foundation Registry Considerations	1328	keyword-free	Editor	-	requests creation of the AuthZEN Access Request Member Names registry	-	25	25	stay	no	definition	-	This specification requests creation of a new registry: the AuthZEN Access Request Member Names registry.
REQ-436	S6-072	OpenID Foundation Registry Considerations	1330	keyword-free	Definition	-	registry scope (extension-point member names), Specification Required policy, and the entry field list	-	25	25	stay	no	definition	Cites extensibility (21); anchor iana-member-names is on the 1326 heading.	The registry tracks well-known member names that may appear at the extension points defined in {{extensibility}}. Registration policy is Specification Required. Each entry has the following fields:
REQ-437	S6-073	OpenID Foundation Registry Considerations	1332-1333	keyword-free	Definition	registry entry field	Name: the member name as it appears on the wire	-	25	25	stay	no	definition	-	Name: : The member name as it appears on the wire.
REQ-438	S6-074	OpenID Foundation Registry Considerations	1335-1336	keyword-free	Definition	registry entry field	Extension Point: one of the extension points in Section 21 or one defined by a profile	-	25	25	stay	no	definition	-	Extension Point: : One of the extension points listed in {{extensibility}}, or an extension point defined by a profile of this specification.
REQ-439	S6-075	OpenID Foundation Registry Considerations	1338-1339	keyword-free	Definition	registry entry field	Description: a short description of the member semantics	-	25	25	stay	no	definition	-	Description: : A short description of the member's semantics.
REQ-440	S6-076	OpenID Foundation Registry Considerations	1341-1342	keyword-free	Definition	registry entry field	Change Controller: the registering specification's change controller	-	25	25	stay	no	definition	-	Change Controller: : The registering specification's change controller.
REQ-441	S6-077	OpenID Foundation Registry Considerations	1344-1345	keyword-free	Definition	registry entry field	Specification Document: the document defining the member	-	25	25	stay	no	definition	-	Specification Document: : The document defining the member.
REQ-442	S6-078	OpenID Foundation Registry Considerations	1347-1365	keyword-free	Definition	-	initial member-name entries: 15 rows of Name, Extension Point, Description	-	25	25	stay	no	definition	Whole table is one unit. Its Description column paraphrases member definitions in 5, 6, 8 and 19; not marked consolidate because the plan lists only the reason-code table as a candidate, but the same duplication exists and a second reader may want the same treatment.	Initial entries registered by this specification: | Name | Extension Point | Description | |---|---|---| | `requested_until` | `requested_access` | RFC 3339 timestamp requesting access through a specific absolute time. | | `emergency` | `requested_access` | Boolean requesting an expedited or emergency-access path. | | `session_id` | `client.source` | Identifier of a bounded interaction context that produced the request (chat or agent conversation, application session, CLI invocation, workflow thread). | | `external_url` | `client.source` | URL of an external system that motivated the request. | | `integration_id` | `client.source` | Identifier of an upstream integration or workflow that produced the request. | | `ticket` | `task.links` | URL where the requester can view the request and its status. | | `review` | `task.links` | URL where an approver or administrator can review or act on the request. | | `cancel` | `task.links` | URL where the PEP can cancel the request. | | `next_action` | AuthZEN Decision Context | Action the PEP should take after a denied re-evaluation with an approval reference. | | `retry_after` | AuthZEN Decision Context | Number of seconds the PEP waits before retrying a transient re-evaluation denial. | | `access_request` | AuthZEN Decision Context | Requestable-denial object signaling that a denied decision may be requested. | | `evaluation_id` | AuthZEN Decision Context | Stable identifier of the AuthZEN Authorization API evaluation, used for denial binding and audit. | | `evaluated_at` | AuthZEN Decision Context | RFC 3339 timestamp at which the Decision was produced. | | `reason` | AuthZEN Decision Context | Machine-readable reason code for a denial, including re-evaluation denials. | | `approval` | AuthZEN Decision Context | Approval reference carried at `context.approval` during re-evaluation. |
